Project Code,Project Status,Study Type,Workflow,Task Name,Task Comment,Target Days to Complete,Date Site Selected,Date HRA approval,Date Created,Start Date,Due Date,Completion Date,On time or Late,Days to completion,Days active (if not complete),Task Status
D0071,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic completed task for demonstration data.,7,45689,45671,45717,45718,45725,45725,On Time,7,,Complete
D0071,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic active task; completion date intentionally unavailable.,7,45689,45671,45717,45717,45724,,,,500,Active
D0072,Pending,Research database,Hosted Assess (NEW),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,46017,46009,46024,46024,,46042,On Time,18,,Complete
D0072,Pending,Research database,Hosted Assess (NEW),Provide date Trust invited and selected,Synthetic completed task for demonstration data.,,46017,46009,46023,46024,,46025,On Time,1,,Complete
D0072,Pending,Research database,Hosted Assess (NEW),Upload Documents received to date,Synthetic active task; completion date intentionally unavailable.,,46017,46009,46024,46024,,,,,193,Active
D0072,Pending,Research database,Hosted Assess (NEW),EPSC,Synthetic completed task for demonstration data.,4,46017,46009,46025,46025,46029,46026,On Time,1,,Complete
D0072,Pending,Research database,Hosted Assess (NEW),PI GCP,Synthetic completed task for demonstration data.,7,46017,46009,46027,46030,46037,46036,On Time,6,,Complete
D0072,Pending,Research database,Hosted Assess (NEW),Contact Labs,Synthetic completed task for demonstration data.,7,46017,46009,46023,46025,46032,46063,Late,38,,Complete
D0072,Pending,Research database,Hosted Assess (NEW),Contact Imaging,Synthetic pending task awaiting next workflow action.,7,46017,46009,46033,46034,46041,,,,183,Pending
D0072,Pending,Research database,Hosted Assess (NEW),Contact Pharmacy,Synthetic pending task awaiting next workflow action.,7,46017,46009,46026,46028,46035,,,,189,Pending
D0072,Pending,Research database,Hosted Assess (NEW),Contact Research & Innovation Biospecimen Service (RIBs),Synthetic completed task for demonstration data.,7,46017,46009,46031,46034,46041,46042,Late,8,,Complete
D0072,Pending,Research database,Hosted Assess (NEW),Contact CRF,Synthetic completed task for demonstration data.,7,46017,46009,46026,46028,46035,46032,On Time,4,,Complete
D0072,Pending,Research database,Hosted Assess (NEW),Contact Ophthalmic Imaging,Synthetic completed task for demonstration data.,7,46017,46009,46037,46040,46047,46043,On Time,3,,Complete
D0072,Pending,Research database,Hosted Assess (NEW),Contact Ophthalmic Support,Synthetic completed task for demonstration data.,7,46017,46009,46034,46037,46044,46074,Late,37,,Complete
D0072,Pending,Research database,Hosted Assess (NEW),Send Hive build requirements,Synthetic pending task awaiting next workflow action.,14,46017,46009,46041,46042,46056,,,,175,Pending
D0072,Pending,Research database,Hosted Assess (NEW),CRF application form received and recorded on tracker,Synthetic completed task for demonstration data.,7,46017,46009,46040,46042,46049,46047,On Time,5,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic completed task for demonstration data.,,46069,46061,46077,46077,,46086,On Time,9,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,46069,46061,46077,46079,46086,46081,On Time,2,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,46069,46061,46074,46075,46096,46090,On Time,15,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,46069,46061,46077,46078,46092,46079,On Time,1,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Check qualifications of research team,Synthetic completed task for demonstration data.,7,46069,46061,46084,46086,46093,46089,On Time,3,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,46069,46061,46078,46080,46082,46104,Late,24,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,46069,46061,46084,46085,46092,46069,On Time,0,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,46069,46061,46079,46082,46089,46069,On Time,0,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,46069,46061,46088,46089,46096,46069,On Time,0,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic completed task for demonstration data.,21,46069,46061,46090,46093,46114,46086,On Time,0,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,46069,46061,46082,46083,46090,46069,On Time,0,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,46069,46061,46091,46092,46099,46069,On Time,0,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Imaging green light,Synthetic completed task for demonstration data.,7,46069,46061,46084,46087,46094,46086,On Time,0,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic completed task for demonstration data.,7,46069,46061,46097,46097,46104,46097,On Time,0,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic completed task for demonstration data.,7,46069,46061,46093,46095,46102,46095,On Time,0,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Hive build validated (R&I Builder),Synthetic completed task for demonstration data.,7,46069,46061,46099,46102,46109,46108,On Time,6,,Complete
D0073,Open,Clinical Investigation or other study of a medical device,Hosted Arrange (NEW),Complete the technical validation for the R&I builder’s work,Synthetic completed task for demonstration data.,7,46069,46061,46092,46094,46101,46110,Late,16,,Complete
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,46123,46082,46134,46134,,46141,On Time,7,,Complete
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),PI GCP (N/A for PIC),Synthetic completed task for demonstration data.,7,46123,46082,46133,46136,46143,46150,Late,14,,Complete
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Complete Recruitment Plan,Synthetic completed task for demonstration data.,7,46123,46082,46135,46136,46143,46151,Late,15,,Complete
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Send notification to the Clinical Director,Synthetic completed task for demonstration data.,7,46123,46082,46131,46131,46138,46133,On Time,2,,Complete
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Local Information Pack Complete,Synthetic active task; completion date intentionally unavailable.,2,46123,46082,46133,46134,46136,,,,83,Active
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),HRA Approval Letter,Synthetic active task; completion date intentionally unavailable.,14,46123,46082,46137,46139,46153,,,,78,Active
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Receipt of clinical director notification,Synthetic pending task awaiting next workflow action.,2,46123,46082,46130,46133,46135,,,,84,Pending
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Mini-Hosted: Check contract requirements,Synthetic pending task awaiting next workflow action.,7,46123,46082,46139,46139,46146,,,,78,Pending
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Finance review,Synthetic completed task for demonstration data.,7,46123,46082,46134,46134,46141,46135,On Time,1,,Complete
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Mini-Hosted: Final contract or OID reviewed,Synthetic active task; completion date intentionally unavailable.,7,46123,46082,46137,46139,46146,,,,78,Active
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Mini-Hosted: Contract fully executed and/or OID ready for CCC,Synthetic completed task for demonstration data.,2,46123,46082,46135,46135,46137,46135,On Time,0,,Complete
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Confirmation Review,Synthetic pending task awaiting next workflow action.,2,46123,46082,46142,46142,46144,,,,75,Pending
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Set up cost code,Synthetic completed task for demonstration data.,3,46123,46082,46144,46146,46149,46154,Late,8,,Complete
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Create and issue reconciliation tracker,Synthetic completed task for demonstration data.,7,46123,46082,46145,46146,46153,46151,On Time,5,,Complete
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Email confirmation of capacity and capability,Synthetic active task; completion date intentionally unavailable.,1,46123,46082,46146,46146,46147,,,,71,Active
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Green light to recruit (N/A for PIC),Synthetic active task; completion date intentionally unavailable.,14,46123,46082,46140,46140,46154,,,,77,Active
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Change Study Status,Synthetic completed task for demonstration data.,2,46123,46082,46148,46150,46152,46150,On Time,0,,Complete
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Set up reconciliation tracker and Invoice for set-up fees,Synthetic active task; completion date intentionally unavailable.,4,46123,46082,46148,46151,46155,,,,66,Active
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Non Commercial studies - set up invoicing for study per contract/ Commercial studies – journal transfer for set up fees,Synthetic pending task awaiting next workflow action.,14,46123,46082,46143,46143,46157,,,,74,Pending
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),1st Patient recruited / 1st Patient Delay Reasons (N/A for PIC and non-recruiting studies),Synthetic pending task awaiting next workflow action.,30,46123,46082,46153,46155,46185,,,,62,Pending
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Send C+C data,Synthetic pending task awaiting next workflow action.,2,46123,46082,46146,46147,46149,,,,70,Pending
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Follow-up: PI GCP (N/A for PIC),Synthetic pending task awaiting next workflow action.,7,46123,46082,46153,46154,46161,,,,63,Pending
D0074,Pending,Clinical Trial of an Investigational Medicinal Product,Mini-Hosted (No Hive tasks),Follow-up: Complete Recruitment Plan,Synthetic pending task awaiting next workflow action.,7,46123,46082,46151,46151,46158,,,,66,Pending
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic pending task awaiting next workflow action.,,45623,45616,45631,45631,,,,,586,Pending
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,45623,45616,45635,45635,45642,45637,On Time,2,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),HRA Approval Letter,Synthetic pending task awaiting next workflow action.,21,45623,45616,45628,45630,45651,,,,587,Pending
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,45623,45616,45639,45640,45654,45640,On Time,0,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check qualifications of research team,Synthetic pending task awaiting next workflow action.,7,45623,45616,45641,45642,45649,,,,575,Pending
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic active task; completion date intentionally unavailable.,2,45623,45616,45638,45641,45643,,,,576,Active
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45623,45616,45633,45634,45641,45676,Late,42,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45623,45616,45642,45644,45651,45676,Late,32,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45623,45616,45637,45639,45646,45676,Late,37,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic completed task for demonstration data.,21,45623,45616,45635,45638,45659,45697,Late,59,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,45623,45616,45640,45642,45649,45676,Late,34,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,45623,45616,45640,45641,45648,45676,Late,35,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Imaging green light,Synthetic completed task for demonstration data.,7,45623,45616,45640,45642,45649,45697,Late,55,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic pending task awaiting next workflow action.,7,45623,45616,45651,45652,45659,,,,565,Pending
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic active task; completion date intentionally unavailable.,7,45623,45616,45647,45648,45655,,,,569,Active
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Hive build validated (R&I Builder),Synthetic completed task for demonstration data.,7,45623,45616,45641,45643,45650,45653,Late,10,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Complete the technical validation for the R&I builder’s work,Synthetic completed task for demonstration data.,7,45623,45616,45645,45645,45652,45647,On Time,2,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Final contract or OID review (including costs/targets agreed incorporated),Synthetic pending task awaiting next workflow action.,7,45623,45616,45645,45647,45654,,,,570,Pending
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Date Trust confirmed by Sponsor (formerly Contract signed by Sponsor),Synthetic active task; completion date intentionally unavailable.,7,45623,45616,45656,45658,45665,,,,559,Active
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Contract fully executed and/or OID ready for CCC,Synthetic completed task for demonstration data.,3,45623,45616,45654,45656,45659,45667,Late,11,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Set up cost code,Synthetic completed task for demonstration data.,3,45623,45616,45658,45661,45664,45674,Late,13,,Complete
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Create and issue reconciliation tracker,Synthetic pending task awaiting next workflow action.,7,45623,45616,45648,45649,45656,,,,568,Pending
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Site Ready (for CCC),Synthetic pending task awaiting next workflow action.,28,45623,45616,45654,45655,45683,,,,562,Pending
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Confirmation Review,Synthetic pending task awaiting next workflow action.,2,45623,45616,45660,45663,45665,,,,554,Pending
D0075,Pending,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Set up reconciliation tracker and Invoice for set-up fees,Synthetic active task; completion date intentionally unavailable.,4,45623,45616,45650,45653,45657,,,,564,Active
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Provide the Local Information Pack,Synthetic completed task for demonstration data.,,45897,45885,45904,45907,,45926,On Time,19,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Provide date Trust invited and selected,Synthetic completed task for demonstration data.,,45897,45885,45910,45911,,45911,On Time,0,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Upload Documents received to date,Synthetic completed task for demonstration data.,,45897,45885,45901,45903,,45907,On Time,4,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),EPSC,Synthetic completed task for demonstration data.,4,45897,45885,45911,45914,45918,45918,On Time,4,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),PI GCP,Synthetic completed task for demonstration data.,7,45897,45885,45909,45912,45919,45933,Late,21,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Labs,Synthetic completed task for demonstration data.,7,45897,45885,45910,45912,45919,45926,Late,14,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Imaging,Synthetic completed task for demonstration data.,7,45897,45885,45909,45911,45918,45928,Late,17,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Pharmacy,Synthetic completed task for demonstration data.,7,45897,45885,45908,45908,45915,45912,On Time,4,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Research & Innovation Biospecimen Service (RIBs),Synthetic completed task for demonstration data.,7,45897,45885,45905,45907,45914,45912,On Time,5,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact CRF,Synthetic completed task for demonstration data.,7,45897,45885,45906,45909,45916,45917,Late,8,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Ophthalmic Imaging,Synthetic completed task for demonstration data.,7,45897,45885,45910,45911,45918,45911,On Time,0,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Contact Ophthalmic Support,Synthetic completed task for demonstration data.,7,45897,45885,45908,45909,45916,45914,On Time,5,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Send Hive build requirements,Synthetic completed task for demonstration data.,14,45897,45885,45919,45922,45936,45939,Late,17,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),CRF application form received and recorded on tracker,Synthetic completed task for demonstration data.,7,45897,45885,45918,45919,45926,45920,On Time,1,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),CRF Costs prepared,Synthetic completed task for demonstration data.,10,45897,45885,45915,45916,45926,45918,On Time,2,,Complete
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Check contract requirements,Synthetic active task; completion date intentionally unavailable.,7,45897,45885,45916,45916,45923,,,,301,Active
D0076,Follow up,Clinical Trial of an Investigational Medicinal Product,Hosted Assess (NEW),Project currently in pre-submission requiring Labs,Synthetic completed task for demonstration data.,7,45897,45885,45916,45916,45923,45919,On Time,3,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic completed task for demonstration data.,,45562,45559,45562,45563,,45566,On Time,3,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,45562,45559,45571,45573,45580,45577,On Time,4,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,45562,45559,45568,45570,45591,45572,On Time,2,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,45562,45559,45577,45579,45593,45585,On Time,6,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check qualifications of research team,Synthetic completed task for demonstration data.,7,45562,45559,45569,45571,45578,45571,On Time,0,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45562,45559,45573,45573,45575,45577,Late,4,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45562,45559,45572,45574,45581,45621,Late,47,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45562,45559,45579,45582,45589,45621,Late,39,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45562,45559,45576,45578,45585,45621,Late,43,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic completed task for demonstration data.,21,45562,45559,45576,45577,45598,45645,Late,68,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,45562,45559,45585,45586,45593,45621,Late,35,,Complete
D0077,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,45562,45559,45583,45586,45593,45621,Late,35,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),"SoE/SoECAT or Costing Template received, EPR record created & documents uploaded",Synthetic completed task for demonstration data.,,45813,45819,45829,45829,,45854,On Time,25,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Finance Review,Synthetic completed task for demonstration data.,7,45813,45819,45825,45826,45833,45829,On Time,3,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),HRA Approval Letter,Synthetic completed task for demonstration data.,21,45813,45819,45834,45837,45858,45842,On Time,5,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check if study is adopted,Synthetic completed task for demonstration data.,14,45813,45819,45835,45835,45849,45838,On Time,3,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Check qualifications of research team,Synthetic active task; completion date intentionally unavailable.,7,45813,45819,45830,45830,45837,,,,387,Active
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Receipt of clinical director notification,Synthetic completed task for demonstration data.,2,45813,45819,45834,45835,45837,45845,Late,10,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),RIBs - capacity and capability,Synthetic completed task for demonstration data.,7,45813,45819,45838,45838,45845,45862,Late,24,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Labs - capacity and capability,Synthetic completed task for demonstration data.,7,45813,45819,45836,45838,45845,45862,Late,24,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),CRF - Capacity and capability,Synthetic completed task for demonstration data.,7,45813,45819,45830,45831,45838,45862,Late,31,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Pharmacy Technical Green Light,Synthetic completed task for demonstration data.,21,45813,45819,45834,45836,45857,45884,Late,48,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Imaging - capacity and capability,Synthetic completed task for demonstration data.,7,45813,45819,45836,45838,45845,45862,Late,24,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ophthalmic Support - capacity and capability,Synthetic completed task for demonstration data.,7,45813,45819,45842,45842,45849,45862,Late,20,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Imaging green light,Synthetic completed task for demonstration data.,7,45813,45819,45842,45843,45850,45884,Late,41,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Ionising Radiation Review,Synthetic completed task for demonstration data.,7,45813,45819,45837,45840,45847,45840,On Time,0,,Complete
D0078,Open,Clinical Trial of an Investigational Medicinal Product,Hosted Arrange (NEW),Hive build validated (Hive Analyst),Synthetic completed task for demonstration data.,7,45813,45819,45836,45837,45844,45838,On Time,1,,Complete
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Provide the Local Information Pack,Synthetic pending task awaiting next workflow action.,,45920,45898,45931,45933,,,,,284,Pending
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Provide date Trust invited and selected,Synthetic active task; completion date intentionally unavailable.,,45920,45898,45921,45922,,,,,295,Active
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Upload Documents received to date,Synthetic completed task for demonstration data.,,45920,45898,45930,45933,,45947,On Time,14,,Complete
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),EPSC,Synthetic completed task for demonstration data.,4,45920,45898,45924,45924,45928,45924,On Time,0,,Complete
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),PI GCP,Synthetic active task; completion date intentionally unavailable.,7,45920,45898,45929,45932,45939,,,,285,Active
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Contact Labs,Synthetic completed task for demonstration data.,7,45920,45898,45932,45935,45942,45943,Late,8,,Complete
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Contact Imaging,Synthetic completed task for demonstration data.,7,45920,45898,45933,45933,45940,45949,Late,16,,Complete
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Contact Pharmacy,Synthetic completed task for demonstration data.,7,45920,45898,45938,45939,45946,45947,Late,8,,Complete
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Contact Research & Innovation Biospecimen Service (RIBs),Synthetic completed task for demonstration data.,7,45920,45898,45935,45936,45943,45945,Late,9,,Complete
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Contact CRF,Synthetic pending task awaiting next workflow action.,7,45920,45898,45932,45935,45942,,,,282,Pending
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Contact Ophthalmic Imaging,Synthetic pending task awaiting next workflow action.,7,45920,45898,45937,45939,45946,,,,278,Pending
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Contact Ophthalmic Support,Synthetic pending task awaiting next workflow action.,7,45920,45898,45940,45943,45950,,,,274,Pending
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Send Hive build requirements,Synthetic active task; completion date intentionally unavailable.,14,45920,45898,45934,45936,45950,,,,281,Active
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),CRF application form received and recorded on tracker,Synthetic active task; completion date intentionally unavailable.,7,45920,45898,45937,45938,45945,,,,279,Active
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),CRF Costs prepared,Synthetic pending task awaiting next workflow action.,10,45920,45898,45938,45940,45950,,,,277,Pending
D0079,Pending,Basic science study involving procedures with human participants,Hosted Assess (NEW),Check contract requirements,Synthetic pending task awaiting next workflow action.,7,45920,45898,45947,45948,45955,,,,269,Pending
